0.001,0.051
0.002,0.0507129
0.003,0.0501682
0.004,0.0500115
0.005,0.0496121
0.006,0.0494976
0.007,0.0494362
0.008,0.0494259
0.009,0.0493223
0.01,0.0492849
0.011,0.0491958
0.012,0.049155
0.013,0.0490981
0.014,0.0491024
0.015,0.0490956
0.016,0.0490929
0.017,0.0491012
0.018,0.0490837
0.019,0.049121
0.02,0.049128
0.021,0.049131
0.022,0.0491355
0.023,0.0491354
0.024,0.0491405
0.025,0.0491631
0.026,0.0491857
0.027,0.0492097
0.028,0.0492273
0.029,0.0492449
0.03,0.0492561
0.031,0.0492426
0.032,0.0492436
0.033,0.0492567
0.034,0.0492633
0.035,0.049279
0.036,0.0492861
0.037,0.0493017
0.038,0.04929
0.039,0.0493061
0.04,0.0493147
0.041,0.049316
0.042,0.0493195
0.043,0.0493201
0.044,0.0493307
0.045,0.0493314
0.046,0.0493404
0.047,0.0493412
0.048,0.0493505
0.049,0.0493527
0.05,0.049362
0.051,0.0493667
0.052,0.0493759
0.053,0.0493755
0.054,0.0493855
0.055,0.0493852
0.056,0.049388
0.057,0.0494042
0.058,0.0494143
0.059,0.0494151
0.06,0.0494159
0.061,0.0494144
0.062,0.0494157
0.063,0.0494326
0.064,0.0494423
0.065,0.0494421
0.066,0.0494422
0.067,0.0494407
0.068,0.0494414
0.069,0.0494583
0.07,0.0494675
0.071,0.0494675
0.072,0.0494686
0.073,0.0494726
0.074,0.049473
0.075,0.0494722
0.076,0.0494703
0.077,0.0494713
0.078,0.0494719
0.079,0.0494714
0.08,0.0494719
0.081,0.0494713
0.082,0.0494719
0.083,0.0494717
0.084,0.0494727
0.085,0.0494912
0.086,0.0495012
0.087,0.0495018
0.088,0.0495034
0.089,0.0495077
0.09,0.0495083
0.091,0.0495082
0.092,0.049507
0.093,0.0495125
0.094,0.0495135
0.095,0.0495216
0.096,0.0495226
0.097,0.049527
0.098,0.0495281
0.099,0.0495351
0.1,0.0495365
0.101,0.0495504
0.102,0.0495501
0.103,0.0495608
0.104,0.0495645
0.105,0.0495705
0.106,0.0495724
0.107,0.0495768
0.108,0.0495803
0.109,0.0495814
0.11,0.0495835
0.111,0.049588
0.112,0.0495891
0.113,0.0495898
0.114,0.0495894
0.115,0.0495941
0.116,0.0495934
0.117,0.0496029
0.118,0.0496046
0.119,0.0496144
0.12,0.0496184
0.121,0.0496191
0.122,0.0496168
0.123,0.0496243
0.124,0.049627
0.125,0.0496384
0.126,0.0496412
0.127,0.0496534
0.128,0.049654
0.129,0.0496626
0.13,0.0496648
0.131,0.0496796
0.132,0.0496794
0.133,0.0496909
0.134,0.0496937
0.135,0.0496997
0.136,0.0497005
0.137,0.0497094
0.138,0.0497106
0.139,0.0497206
0.14,0.0497224
0.141,0.0497269
0.142,0.0497278
0.143,0.0497298
0.144,0.0497316
0.145,0.0497324
0.146,0.0497346
0.147,0.0497398
0.148,0.049741
0.149,0.0497454
0.15,0.0497437
0.151,0.04975
0.152,0.04975
0.153,0.0497638
0.154,0.0497664
0.155,0.0497764
0.156,0.049777
0.157,0.0497847
0.158,0.049786
0.159,0.0497947
0.16,0.049797
0.161,0.0498049
0.162,0.0498155
0.163,0.0498282
0.164,0.0498296
0.165,0.0498346
0.166,0.0498356
0.167,0.0498397
0.168,0.0498453
0.169,0.0498518
0.17,0.0498522
0.171,0.0498526
0.172,0.0498522
0.173,0.049858
0.174,0.0498617
0.175,0.0498633
0.176,0.0498658
0.177,0.0498715
0.178,0.0498722
0.179,0.0498727
0.18,0.0498723
0.181,0.0498784
0.182,0.0498777
0.183,0.049888
0.184,0.04989
0.185,0.0499018
0.186,0.0499032
0.187,0.049909
0.188,0.0499107
0.189,0.0499152
0.19,0.0499199
0.191,0.0499216
0.192,0.0499239
0.193,0.0499294
0.194,0.0499304
0.195,0.0499307
0.196,0.0499299
0.197,0.0499358
0.198,0.0499357
0.199,0.0499467
0.2,0.0499488
0.201,0.0499609
0.202,0.0499629
0.203,0.0499642
0.204,0.0499673
0.205,0.0499735
0.206,0.0499745
0.207,0.0499751
0.208,0.0499745
0.209,0.0499807
0.21,0.0499805
0.211,0.0499804
0.212,0.0499858
0.213,0.0499903
0.214,0.0499997
0.215,0.0500007
0.216,0.050002
0.217,0.0500048
0.218,0.0500056
0.219,0.0500063
0.22,0.0500084
0.221,0.0500127
0.222,0.0500113
0.223,0.0500185
0.224,0.0500179
0.225,0.050018
0.226,0.0500254
0.227,0.0500262
0.228,0.050027
0.229,0.0500298
0.23,0.0500307
0.231,0.0500413
0.232,0.0500417
0.233,0.0500479
0.234,0.0500492
0.235,0.0500592
0.236,0.0500615
0.237,0.0500599
0.238,0.0500625
0.239,0.0500658
0.24,0.0500728
0.241,0.0500743
0.242,0.0500755
0.243,0.0500775
0.244,0.0500838
0.245,0.0500861
0.246,0.0500949
0.247,0.050095
0.248,0.0500979
0.249,0.0501063
0.25,0.05011
0.251,0.0501116
0.252,0.0501214
0.253,0.0501288
0.254,0.0501328
0.255,0.0501368
0.256,0.050144
0.257,0.0501462
0.258,0.0501566
0.259,0.0501578
0.26,0.0501679
0.261,0.0501694
0.262,0.0501792
0.263,0.0501823
0.264,0.0501894
0.265,0.0501897
0.266,0.0501991
0.267,0.0502086
0.268,0.050209
0.269,0.0502072
0.27,0.0502133
0.271,0.0502178
0.272,0.0502182
0.273,0.0502168
0.274,0.0502236
0.275,0.0502239
0.276,0.0502362
0.277,0.0502379
0.278,0.0502493
0.279,0.0502526
0.28,0.0502579
0.281,0.050261
0.282,0.0502644
0.283,0.0502672
